Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК АРХСТРОЙ-ОСЕТИЯ;Респ Северная Осетия - Алания Город Владикавказ улица Гончарова д. 167;1515396010;Цгоев Аслан Казбекович;+7 (867) 261-13-79;ooo-aso@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК АСТРА-ВОСТОК;Свердловская область, город Екатеринбург, улица Заводская стр. 45, д 66;6658524445;Стробыкин Денис Сергеевич;+7 (912) 695-66-04;kamaltdinovaud@astra-sk.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК АСТРАХАНЬ-ДЕВЕЛОПМЕНТ;обл Астраханская город Астрахань улица Кирова д. 87 помещение 11;3025033451;Мызников Сергей Валентинович;+7 (851) 249-88-88;astrachan@develug.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК АСТРОН;Волгоградская область, город Волгоград, улица Комсомольская 6, пом. 4;3442081347;Чернявский Юрий Александрович;+7 (937) 725-66-97;ksuvorina@sk-astron.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК АТЛАНТ;Челябинская область, город Челябинск, улица Ярославская 1;4501180506;Сергеев Евгений Владимирович;+7 (352) 222-51-00;info@atlant45.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК АТЛАС;Республика Калмыкия, город Элиста, улица Г.О. Рокчинского 17А, кв. а1;0817001308;Гуртовой Василий Иванович;+7 (847) 223-40-40;atlas-rk@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК АТЛАС ПАРК СТОЛИЦ;Свердловская область, город Екатеринбург, улица Сакко и Ванцетти 64;6671092089;Городенкер Владимир Борисович;+7 (343) 222-27-74;info@atlasgroup.su
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК АЭРОПЛАН;Удмуртская Республика, город Ижевск, улица 14-я 141Б;1832129086;Маркова Гюзель Макмуновна;+7 (341) 224-70-00;spst@spst18.ru
Акционерное общество СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БАЛТИЙСКИЙ;Калининградская область, город Калининград, переулок 2-ой Туруханский 8;3906154686;Распопова Татьяна Петровна;+7 (921) 710-08-95;sz_baltiyskiy@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БАСТИОН;город Москва, улица Профсоюзная 64 кор. 2, комната 105, помещение 1;7728458737;Зироян Армен Гагикович;+7 (495) 980-49-49;s.skolkovo@rambler.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БАШНАФТАТРАНС;Респ Башкортостан город Уфа улица Академика Королева д. 3 кор. А оф. 12;0276913544;Тюрин Игорь Владимирович;+7 (347) 216-37-96;bnt.domureki@gmail.com
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БЕЛСТРОЙ;г Москва улица Судакова д. 25 комната 12 помещение 1;7729564375;Авдалян Левон Каренович;+7 (495) 909-01-01;info@большая-семерка.рф
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БЕРЕГА-ИНВЕСТ;обл Ярославская;7604285721;Никешина Валентина Вениаминовна;+7 (485) 243-66-00;436600@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БЕРЕГА-СТРОЙ;обл Ярославская Ярославский город Ярославль улица Магистральная д. 7 помещение 1;7604305992;Никешин Валентин Иванович;+7 (485) 233-22-00;berega16@yandex.ru
Акционерное общество СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БЕРЕНДЕЙ;Московская область, Сергиево-Посадский район, город Сергиев Посад, ул. Андрея Рублёва 1, пом.24;5016018436;Бобиков Игорь Александрович;+7 (499) 112-13-32;info@sloboda3.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БИ.АЙ.ДИ ГРУПП;обл Челябинская г Миасс ул Азовская д. 21;7415055190;Тургумбаев Валихан Урсбаевич;+7 (351) 354-34-32;bid-group@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БИЗНЕССИТИ;город Санкт-Петербург, площадь Конституции 7, помещение 708;7811372010;Вдовин Евгений Борисович;+7 (812) 336-03-36;tipanova@defence.spb.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БИЗНЕССТРОЙ;Респ Башкортостан Белорецкий город Белорецк улица Ленина д. 38 помещение 1;0256016063;Аддиев Юнус Алаудинович;+7 (347) 923-17-70;rosbiznesstroi@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БИЗНЕССТРОЙ;обл Архангельская город Архангельск проспект Троицкий д. 94 оф. 50 29;2901238130;Чехронов Андрей Сергеевич;+7 (818) 265-00-08;invest@akvilon-invest.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БИК-СЕРВИС;обл Курганская г Курган б-р Солнечный д. 20;4501110241;Горшков Александр Славгородович;+7 (352) 242-80-80;info@sunpark45.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БИЛДИНГ ГРУПП;обл Смоленская город Смоленск  переулок Чуриловский д. 19 оф. 24, 1 этаж;6732080252;Бадуашвили Лаша Бадриевич;+7 (903) 649-03-90;com.daria@yandex.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БИЛДИНГ-ГРУПП;обл Смоленская г Смоленск ул Попова д. 113 оф. 3;6732154521;Глазков Владимир Иванович;+7 (481) 224-48-89;office@capitel-sk.ru
Акционерное общество СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БАРНАУЛКАПСТРОЙ;Алтайский край, город Барнаул, улица Папанинцев 114;2225112780;Канаков Александр Сергеевич;+7 (385) 224-02-32;barnaulkapstroy@yandex.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БМ-ГРУПП;обл Воронежская Лискинский Город Лиски проспект Ленина д. 43Б кор. ЭТАЖ 1 оф. 1;3664130500;Мозолин Сергей Анатольевич;+7 (473) 912-22-21;inbox@bmg-vrn.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БРЯНСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ;обл Брянская, г Брянск, ул Речная д. 99А;3234047962;Ковалев Сергей Николаевич;+7 (483) 258-19-30;info@bsk-32.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БУХТА ЛЭНД;Московская область, район Ленинский, село Остров, улица Индустриальная 5, помещение 42;7731477627;Аксянов Руслан Ильзарович;+7 (495) 967-13-13;info@samoletgrup.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВАСКО Н;Республика Крым, город Симферополь, Бульвар Ленина 12, помещение 203;9102257386;Кущев Денис Валерьевич;+7 (869) 292-99-96;nfo@interstroi.com.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВАСТУ-ИНВЕСТ;обл Вологодская город Вологда улица Машиностроительная д. 26 оф. 8;3525422167;Яровой Денис Александрович;+7 (911) 445-47-08;vastu.invest@mail.ru
Акционерное общество СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВАШ ДОМ;Смоленская область, город Смоленск, улица Генерала Паскевича 13;6731039170;Степанов Максим Александрович;+7 (481) 240-01-00;info@zao-vash-dom.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВЕКТОР;обл Воронежская город Воронеж Московский проспект д. 129/1 оф. 94;3662240232;Колесников Евгений Александрович;+7 (473) 269-55-30;reception@vrndk.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВЕКТОР-ИНВЕСТ;Чувашская Республика, город Чебоксары, улица Университетская 9к1, кв. 5 помещение 1, 21;2130203750;Тарасов Валерий Николаевич;+7 (835) 241-60-68;chestr-invest@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВЕЛИКРАН-ИНВЕСТ;обл Самарская, г Самара, ул Водников д. 60;6311092799;Видманов Андрей Борисович;+7 (846) 205-95-01;office@sktransgruz.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВЕНЕРА;Чувашия Чувашская Республика - город Чебоксары пр-кт Московский д. 25 кор. 1 помещение 10;2130200075;Овчинников Игорь Владимирович;+7 (835) 241-00-00;41-00-00@mail.ru
Акционерное общество СПЕЦИАЛИЗИРОВАНЫЙ ЗАСТРОЙЩИК ВЕРХНИЕ ПОЛЯ 32;город Москва, Волгоградский проспект 45А, комната 28, помещение I, этаж 4;7722392303;Лоза Екатерина Николаевна;+7 (495) 699-52-55;vpolya32@gmail.com
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВЕССТ;Нижегородская область, город Нижний Новгород, улица Максима Горького 43, помещение П10;5260204559;Мирошников Роман Евгеньевич;+7 (831) 219-96-90;nn@oikumena.com
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВЕСТА-2001;обл Московская Балашихинский город Балашиха микрорайон Саввино улица Пригородная д. 228 кор. б;5012021090;Иванченко Лина Андреевна;+7 (495) 522-19-18;5225126@list.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВЕСТА-ДЕВЕЛОПМЕНТ;обл Тюменская г Тюмень ул Малыгина д. 90;7203395646;-;+7 (345) 268-55-27;72vesta@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВЕСТСТРОЙ;край Краснодарский город Краснодар улица Ставропольская д. 5/Б оф. 6;2311241482;Лисицын Евгений Станиславович;+7 (861) 290-67-21;weststroy@bsfc.com
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВОЛОГДАЖИЛСТРОЙ;обл Вологодская г Вологда ул Судоремонтная д. 2в;3525423097;Павлов Антон Александрович;+7 (817) 226-99-00;vzs35@yandex.ru
Акционерное общество СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВИКТОРИЯ ДЕВЕЛОПМЕНТ;Московская область, город Электросталь, улица Карла Маркса 20;5053033231;Голов Алексей Владимирович;+7 (496) 579-33-13;burmistrova.vd@v-em.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВИРА-СТРОЙ-ДЕВЕЛОПМЕНТ;Новосибирская область, город Новосибирск, улица Театральная 42, офис 35;5410076757;Постников Михаил Павлович;+7 (383) 271-30-95;vira-stroy@bk.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВИРА-СТРОЙ-Н;Новосибирская область, город Новосибирск, улица Театральная 42, помещение 4;5410081122;Постников Михаил Павлович;+7 (383) 271-30-95;vira-stroy@bk.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВИТА-СТРОЙ;край Краснодарский, г Новороссийск, ул Свердлова д. 42;2315178471;Колисов Дмитрий Анатольевич;+7 (861) 776-55-28;buh@703002.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВОРОНЕЖСКОЕ МОНТАЖНОЕ УПРАВЛЕНИЕ-2;обл Воронежская город Воронеж улица Витрука д. 15;3661039235;Какунин Евгений Иванович;+7 (473) 227-87-65;mail@vmu-2.ru
Акционерное общество СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВНЕШСТРОЙ;Тульская область, город Тула, улица Демидовская плотина 27;7105005841;Афанасьев Николай Петрович;+7 (487) 242-58-05;info@vneshstroi.ru
Акционерное общество СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВОЛГОКАПСТРОЙ;Саратовская область, город Саратов, улица Деловой тупик 16;6453087152;Соустин Артем Александрович;+7 (845) 240-56-40;volgokapstroy@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВОЛЖСКИЕ КВАРТАЛЫ;обл Ульяновская город Ульяновск улица Карла Либкнехта д. 19А кв. 313;7327031458;Лютый Константин Владимирович;+7 (842) 227-78-78;zapad@ulzapad.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВОРОБЬЕВЫ ГОРЫ ИНВЕСТ;обл Ульяновская город Ульяновск улица Гончарова д. 27 оф. 603;7325155225;Корноушенко Алексей Николаевич;+7 (842) 227-77-99;mail@mn73.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВОСТОК;обл Московская Раменский деревня Островцы улица Подмосковная д. 30 кв. 185;5040114324;Нерсесян Армен Викторович;+7 (495) 150-29-41;info@szvostok.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВОСТОК;обл Рязанская с Новосёлки ул Почтовая д. 97 оф. 2;6213011720;Соколов Петр Викторович;+7 (491) 290-07-00;info@edinstvo62.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВОСТОК ДЕВЕЛОПМЕНТ;Тюменская Область, город Тюмень, улица Республики 159, этаж 1;7202197553;Гоцык Алексей Владиславович;+7 (982) 921-77-78;new.city.center.72@gmail.com
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВОСТОКСТРОЙ;обл Смоленская г Смоленск ул Нормандия-Неман д. 24В кв. 16;6732162963;Хоменко Кирилл Сергеевич;+7 (481) 237-37-37;vostokstro@list.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВОСТОЧНЫЙ КВАРТАЛ;Респ Удмуртская Город   Ижевск Улица  Совхозная д. 11, пом.101А 18;1840070220;Потапова Оксана Анатольевна;+7 (341) 257-03-78;tseentr-s@yandex.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВОСТОЧНЫЙ ЛУЧ;Приморский край, город Владивосток, проспект Красного Знамени д. 59;2537115708;-;+7 (423) 279-07-47;vlzu@list.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВОСХОД-93;обл Сахалинская г Южно-Сахалинск ул Горная д. 8 кор. 1;6501278103;Им Юрий Владимирович;+7 (914) 759-11-11;crik2003@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВЛАДИМИРСКОЕ ТЕРРИТОРИАЛЬНОЕ УПРАВЛЕНИЕ СТРОИТЕЛЬСТВА;обл Владимирская г Владимир ул Гвардейская д. 15 помещение 1, 2, 3, 4, 5;3328422640;Чижов Олег Александрович;+7 (492) 225-00-41;vtus33@gmail.com
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВЫБОР;обл Воронежская, г Воронеж, ул Владимира Невского д. 19;3662047623;Цыбань Александр Иванович;+7 (473) 225-12-80;info@vyborstroi.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВЫБОР-ЗАПАД;обл Воронежская г Воронеж ул Владимира Невского д. 19 оф. 117;3662275066;Цыбань Лариса Ивановна;+7 (473) 225-12-80;info@vyborstroi.ru
Общество с ограниченной ответственностью CПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВЫБОР-СЕВЕР;обл Воронежская г Воронеж ул Владимира Невского д. 19 оф. 116 36;3662274993;Цыбань Лариса Ивановна;+7 (473) 225-12-80;info@vyborstroi.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВЫБОР-ЮГ;Воронежская область, город Воронеж, улица Владимира Невского 19, оф. 115;3662274986;Цыбань Лариса Ивановна;+7 (473) 225-12-80;info@vyborstroi.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВЫМПЕЛ;г Санкт-Петербург улица Профессора Попова д. 23, лит. В оф. 301А помещение 3Н;7811544942;Шамин Михаил Владимирович;+7 (812) 777-20-20;spb@sevensuns.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВЫСОТА СМОЛЕНСК;обл Смоленская г Смоленск ул Коммунистическая д. 6;6732176910;Катылев Дмитрий Михайлович;+7 (481) 237-37-37;vysota.smolensk@yandex.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ВЫСОТКА;обл Ивановская г Иваново ул Калашникова д. 28;3702101125;Рогоулин Игорь Александрович;+7 (493) 259-40-40;spt-37@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГАЛАКТИКА;обл Новосибирская город Новосибирск улица Сухарная д. 98 оф. 3;5402054894;Отмашкин Сергей Владимирович;+7 (383) 286-93-17;novosibbarnayl@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГАЛАКТИКА;г Москва город Москва улица Пречистенка д. 40/2 стр. 3 кв. этаж 3, помещение 1 комната 4;6167041823;Сурмалян Арутюн Арменакович;+7 (863) 210-00-71;rus_office@aaanet.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГАММА Н;Краснодарский край, город Анапа, улица Шевченко 288к1, офис 9;2301098811;Ермолаев Глеб Борисович;+7 (958) 100-35-48;office@skgamma.ru
"Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГАММА-СТРОЙ
";обл Владимирская город Владимир проезд Промышленный 2А;3328445662;Андреев Алексей Александрович;+7 (492) 232-15-44;gammastroi33@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГАРАНТ-СТРОЙ;Респ Марий Эл город Йошкар-Ола улица Чехова д. 69 кор. А помещение 18 12;1215186477;Полушин Александр Кузьмич;+7 (836) 248-84-00;r488400@gmail.com
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГАРАНТСТРОЙ;обл Воронежская г Воронеж проспект Московский д. 53 помещение 14;3662998273;Самсонов Андрей Владимирович;+7 (473) 275-63-06;sale@novostroyka36.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГАРДИЕН;г Санкт-Петербург, пер Бугский д. 4;7838475051;Дубина Елена Владимировна;+7 (812) 328-09-28;info@baltcom.info
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГАТЧИНСКАЯ ГОЛЬФ-ДЕРЕВНЯ;Ленинградская область, поселок Сусанино, 6 линия 112, помещение 11;4719025925;Осетрова Наталья Александровна;+7 (812) 374-90-90;office@gatchinagardens.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГВЭМ;город Севастополь, улица Гоголя 22, кв. 19;9204024359;Гончаров Александр Евгеньевич;+7 (869) 292-92-92;ceo@ga-rant.com
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕОМЕТРИЯ;обл Курганская город Курган проспект Маршала Голикова д. 29 кор. А;4501185800;Филатов Сергей Павлович;+7 (352) 242-81-81;skgeometria@428181.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕОСТРОЙ;Респ Башкортостан г Нефтекамск улица Городская д. 8 стр. Б оф. 177 02;0264064568;Хажиев Рустам Дарикович;+7 (347) 837-02-70;geostroi.dom@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ АРХИТЕКТОР;обл Московская Дмитровский г Дмитров ул Спасская д. 21 помещение 4;5007093268;Салехов Олег Сергеевич;+7 (496) 225-46-59;Arh-dmitrov@yandex.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ В72;обл Тюменская, г Тюмень, ул Кирова д. 40;7203278438;Карпов Максим Михайлович;+7 (345) 279-07-18;gk-b72@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ В72;обл Тюменская г Тюмень ул Кирова д. 40 оф. 409 помещение 5;7203432841;Карпов Максим Михайлович;+7 (345) 279-07-18;gk-b72@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ КРОНВЕРК;обл Саратовская Саратовский Город Саратов улица им. Мичурина И.В д. 107;6450096705;Григорьев Сергей Викторович;+7 (845) 222-70-70;sale@kronverksar.com
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ ОБЪЕДИНЕНИЕ СТРОИТЕЛЕЙ ТУЛЫ;обл Тульская город Тула улица Советская д. 11 оф. 200;7105520088;Рытенко Павел Борисович;+7 (487) 254-55-45;GK@ost71.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ НАДЕЖДА;обл Брянская город Брянск улица Бежицкая д. 1 кор. 11 оф. 201;3257008751;Гавричков Евгений Александрович;+7 (483) 231-08-00;info@nadegda-stroy.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛАВАЛТАЙСТРОЙ;край Алтайский г Барнаул пр-кт Калинина 112/29 пом. 303;2224169222;Отмашкин Андрей Викторович;+7 (385) 229-61-30;glavaltaystroy@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛАВСТРОЙ;край Ставропольский г г. Невинномысск, Ставропольский	 край улица Низяева д. 2;2631029929;-;+7 (865) 258-87-83;glavstroy26yur@yandex.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛАВСТРОЙ;обл Воронежская город Воронеж улица Плехановская 50 офис 1;3666189192;Щепкина Ольга Юрьевна;+7 (473) 202-50-05;glavstroy.vrn@mail.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛАВСТРОЙ-Н;край Ставропольский г Невинномысск улица Низяева д. 2;2631019374;Ковалев Виталий Викторович;+7 (865) 258-87-83;glavstroy26yur@yandex.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛАВСТРОЙ-С;край Ставропольский г г. Невинномысск, Ставропольский	 край улица Низяева д. 2  оф. 13;2631031300;-;+7 (865) 258-87-83;glavstroy26yur@yandex.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛОБАЛ ГРУПП;г Москва улица Краснопролетарская д. 2/4 стр. 13 комната 4, этаж 2;9717048725;Сапронов Федор Борисович;+7 (495) 144-14-63;globalgrupp.ooo@yandex.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛОБУС ХОЛЛ;Город Москва, улица Краснопролетарская 2/4, стр. 13, комната 5 (этаж 5);5029178229;Сапронов Федор Борисович;+7 (495) 627-67-61;info@globus-holl.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГОРИЗОНТ;Пермский край, город Пермь, улица Монастырская 12, офис 512;5902048842;Канов Константин Федорович;+7 (342) 211-05-75;info@gk-gorizont.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГОРИЗОНТ;Республика Башкортостан, город Октябрьский, улица Северная 31, кор. 2;0265040464;Фаттахов Руслан Салаватович;+7 (937) 499-53-89;fattahovrus86@yandex.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГОРОД;Респ Башкортостан Город Уфа Улица Карла Маркса д. 60 оф.  4Б;0278211212;Крупин Александр Александрович;+7 (347) 289-90-04;sales@js-invest.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГОРОД РИЭЛТИ;обл Тверская г Тверь пер Свободный д. 9 оф. XLIX, каб.4;6950193270;Кудрявцева Светлана Валерьевна;+7 (482) 241-59-49;info@ngstroy.com
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГОРОДСКИЕ КВАРТАЛЫ;обл Ленинградская Ломоносовский гп Новоселье ул Институтская д. 1 кор. 2 оф. 224;7805439160;Величко Андрей Викторович;+7 (812) 309-77-77;info@n-gk.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРАД ДОМОДЕДОВО;обл Московская Домодедовский город Домодедово улица Творчества стр. 12 помещение 1 50;5009113921;Мещеряков Геннадий Дмитриевич;+7 (495) 605-08-44;office@pergamon.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРАД ПЕХОТНАЯ;Город Москва, улица Рязанский проспект, 22 кор. 2, комната 4 (804) помещение XIV;7734416012;Ронин Александр Ефимович;+7 (495) 605-08-44;office@pergamon.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРАДСТРОЙ;обл Воронежская Бутурлиновский город Бутурлиновка улица 9 Января д. 70 оф. 1;3662134026;Чибисова Ольга Романовна;+7 (473) 261-06-37;610637@mail.ru
